chr6	151239967	151358559	AKAP12	2756.4993935094	9.07694097894885	0.38920277392375	23.3218815154877	2.6594488196976694e-120	1.9573543312974796e-117	2.2818070873006003e-117
chr6	56457987	56954830	DST	361.725845967648	4.22403031683912	0.334381234487891	12.632378498477198	1.39982074807284e-36	5.151340352908059e-34	6.005231009232484e-34
chr6	37433219	37482827	CMTR1	122.355681552497	-5.661171362274031	0.588517161513043	-9.61938195263413	6.622789110759789e-22	5.41596976168801e-20	7.102941321289874e-20
chr6	136256627	136289851	BCLAF1	445.620190469432	12.213409125743501	1.46631822672577	8.32930321886233	8.13195424793761e-17	4.987598605401729e-15	6.977216744730469e-15
chr6	80003887	80042527	TTK	331.793283960494	-11.8913651674738	1.46941387519049	-8.09259077258424	5.840884301361518e-16	3.3068391121554495e-14	4.5558897550619844e-14
chr6	117560269	117602542	GOPC	80.1314550593025	5.95184881901664	0.771431594873557	7.715329341666629	1.20670225539998e-14	4.93407144430216e-13	8.627921126109857e-13
chr6	117453817	117569858	DCBLD1	73.6397963937772	6.57491835504451	0.9380068825010021	7.00945640986539	2.3924581330532497e-12	5.50265370602248e-11	1.3684860521064587e-10
chr6	117675469	117710727	NUS1	93.91908900441722	7.5191037537652505	1.09586454359661	6.86134413025869	6.821560953355441e-12	1.32122864780779e-10	3.442881939987629e-10
chr6	31268749	31272130	HLA-C	94.02899393805009	9.96880315178681	1.49629615573091	6.66231956394838	2.6953914215710702e-11	4.838556307991001e-10	1.2171820208989359e-09
chr6	7268306	7347446	SSR1	71.1535295041527	-7.2152382400004695	1.1110008937345301	-6.494358628053911	8.33878920898558e-11	1.3638553017363098e-09	3.406991019671251e-09
chr6	46159185	46170980	ENPP5	75.0464477415249	-9.74709908778536	1.50826851154062	-6.46244286955855	1.03026047764774e-10	1.6133440671249802e-09	4.0180158628261865e-09
chr6	46129989	46146688	ENPP4	69.480921174546	-7.18759573139783	1.15022592162424	-6.24885563459411	4.13470861394794e-10	5.85220296128016e-09	1.4781583294863886e-08
chr6	26596953	26600739	ABT1	54.520824993326706	-9.28598154655268	1.5244869983616698	-6.09121727934191	1.12055339706141e-09	1.49950418224946e-08	3.697826210302653e-08
chr6	110180141	110254275	CDC40	63.191879973070705	-3.46582884435417	0.573616664591638	-6.042064427855361	1.5215467991502599e-09	1.99974722174034e-08	4.8351376061886035e-08
chr6	125986479	126203817	TRMT11	122.785757977374	8.90772655200518	1.4798927903667598	6.0191701790759895	1.75313480890829e-09	2.22466761958018e-08	5.1868609173907336e-08
chr6	291630	351355	DUSP22	46.719184669147396	8.95984166039514	1.53510432091403	5.836633731224411	5.3266011988968105e-09	5.9399673975576604e-08	1.4281949464542073e-07
chr6	17615035	17706925	NUP153	39.8256534152446	-4.51920650963827	0.7853277727403809	-5.75454818549027	8.68738241203743e-09	9.40281390479345e-08	2.192286502802387e-07
chr6	41033627	41097787	OARD1	35.0768682445946	-8.64913630384124	1.56606430126401	-5.5228487724676	3.33546810424138e-08	3.45761200665022e-07	8.176661809826013e-07
chr6	125956770	125980244	HINT3	32.966416913063995	8.45748456755187	1.58894126824603	5.322716916332441	1.0222876848788e-07	8.648318805411491e-07	2.0398205433163033e-06
chr6	149504495	149546043	PPIL4	31.074999485798898	8.3715577271868	1.57275292292666	5.322868967624349	1.0214332332582001e-07	8.648318805411491e-07	2.0398205433163033e-06
chr6	31620715	31637771	PRRC2A	35.5982139254136	-6.213679910610289	1.18057822239932	-5.26325133965463	1.4152988478873598e-07	1.1446812659836201e-06	2.6398400249725103e-06
chr6	97142161	97283217	MMS22L	41.984194363247106	3.54993107137471	0.675970707648317	5.25160488643779	1.50779632437555e-07	1.20623705950044e-06	2.7525303113068553e-06
chr6	150061053	150069121	ULBP3	27.0428074991047	8.17104741379856	1.58936462754631	5.14107793276685	2.73166710137597e-07	2.09427811105491e-06	4.595628182314867e-06
chr6	44113451	44127452	MRPL14	17.9287464971972	-7.680815526307519	1.66045572283458	-4.62572739560651	3.73286004280897e-06	2.6165571347689498e-05	5.823261666781993e-05
chr6	47477789	47627263	CD2AP	73.44999065721521	-2.14623361230381	0.47838775191144506	-4.486389134605401	7.24403839486505e-06	4.8032542870456606e-05	0.00010534550750498666
chr6	60281444	60546660	ENSG00000283453	16.4185382472639	-7.55368416702842	1.6832977231343	-4.487432058639901	7.20867896686796e-06	4.8032542870456606e-05	0.00010534550750498666
chr6	136231024	136250335	MTFR2	15.392253634695301	7.35821292864789	1.68548524824444	4.3656347252591	1.26754146881459e-05	8.183425623224041e-05	0.0001782869803676915
chr6	169740109	169751587	DYNLT2	13.754054964327901	7.19570093684844	1.70915307755283	4.2100974051729	2.5526061202487e-05	0.000160574196966072	0.0003422087579958413
chr6	149724315	149749665	NUP43	42.5749735514181	2.57729541790396	0.618511726872745	4.1669305623921	3.08728486833336e-05	0.000192562852804521	0.00040752160262000353
chr6	142147162	142224685	VTA1	66.7066167334616	2.03838477492333	0.497666407946269	4.09588580297227	4.20557214757904e-05	0.000257477560423808	0.0005341033681281744
chr6	163115691	163137775	ENSG00000285553	12.2143732485986	-7.127917247123599	1.7409025094729498	-4.09438047698694	4.2329870667501e-05	0.000257477560423808	0.0005341033681281744
chr6	57855891	57856468	ENSG00000272541	11.204164998665302	-7.003286725602679	1.7636878298453	-3.97081989629477	7.16257117497442e-05	0.00041509073895914703	0.0008381655025389476
chr6	24171755	24358059	DCDC2	25.1946707297287	-3.25285823492747	0.85047273461485	-3.8247648660960096	0.000130896954375674	0.000708383517797766	0.0014777577217674775
chr6	34018643	34155622	GRM4	8.800898285470279	6.5512023248094104	1.838863822563	3.5626359300920702	0.000367149692638562	0.00183824608014953	0.00398752450992261
chr6	26251614	26252075	H2BC9	8.16333199893226	-6.546248350758471	1.8659582242788202	-3.5082502199579197	0.00045106458328538	0.00221322355532026	0.004756763845500162
chr6	27838545	27855709	H2BC15	7.4643732485986	-6.41604457178182	1.9284808377703797	-3.32699420503434	0.000877881990952734	0.003988402131735879	0.008758404049272625
chr6	46549580	46652830	CYP39A1	7.173540248865531	-6.35923592355845	1.92303836965932	-3.3068689756227005	0.000943450094210224	0.00425999551741549	0.009304369894624968
chr6	96889315	96897891	NDUFAF4	24.132549922410302	-2.6563186651654305	0.80495975480895	-3.2999397166084097	0.000967055990022458	0.00433995858936908	0.009428795902718966
chr6	43182184	43224587	CUL9	12.1459832137078	-5.65222866664999	1.7362767795896101	-3.25537306787341	0.00113243503869888	0.00499085142803818	0.010795880702262657
chr6	127968785	128520616	PTPRK	36.1726332285041	2.09752725826402	0.653045697771672	3.21191497841762	0.00131853390404554	0.00577643424629476	0.01243189109528652
chr6	158988178	159088114	TAGAP-AS1	6.6588365177965905	6.14884226030573	1.94697289066847	3.1581550466245	0.00158771089489302	0.00683365624936412	0.014807129867589251
chr6	26634383	26659752	ZNF322	10.2270811301794	-5.39050062607333	1.7745759368025202	-3.0376274772361	0.00238448525858658	0.0098043639682666	0.021535666861760904
chr6	170282206	170306565	DLL1	11.006578124409302	4.37318141531259	1.45298479824918	3.00979158252873	0.00261427012216533	0.0106304022647165	0.023124162523895393
chr6	26383096	26394874	BTN2A2	9.720499511974948	5.21022470151503	1.78736989363332	2.91502319697454	0.00355662105869975	0.0139982518673958	0.03021367196400382
chr6	111660332	111873452	FYN	5.243648895265861	5.80387577525419	2.064581429515	2.8111634117611897	0.00493627082638446	0.0184421082650709	0.04065530844526372
chr6	135181308	135219173	MYB	5.224368561388269	5.79900055884913	2.0616875011581497	2.8127446839501897	0.0049120635910729895	0.0184421082650709	0.04065530844526372
chr6	116267760	116279930	TSPYL1	67.9488688537523	-1.35991001096572	0.48471698164499605	-2.8055753407907402	0.00502268379393701	0.0185763581524505	0.04065530844526372
chr6	130013699	130141449	L3MBTL3	5.253289062204651	5.806313684690111	2.06902060996492	2.8063102207515196	0.00501124216317701	0.0185763581524505	0.04065530844526372
chr6	55939790	55940624	NPM1P36	4.8724989991992	-5.801084754560111	2.11056944174749	-2.74858748535513	0.00598526600112228	0.0218077018654752	0.0471133782473662
